Fecha,Producto,Cantidad,TotalVenta,Cond.Pago,Cliente
2025-05-15 18:30:32,PASTEL GRANDE,3.0,4200,.DEBITO,Consumidor Final
2025-05-15 18:30:06,PASTEL CHICO,1.0,23400,.DEBITO,Consumidor Final
2025-05-15 18:29:18,MOSTRADOR ENSALADAS,1.0,8000,.CREDITO,Consumidor Final
2025-05-15 18:28:25,FACTURAS SURTIDAS,6.0,5100,.DEBITO,Consumidor Final
2025-05-15 18:26:08,FILO/FOSFORITO/ ROLL DE CANELA,1.0,16500,.DEBITO,Consumidor Final
2025-05-15 18:24:44,RESTOBAR,1.0,13200,.DEBITO,Consumidor Final
2025-05-15 18:23:50,PASTEL GRANDE,1.0,1400,EFECTIVO,Consumidor Final
2025-05-15 18:22:01,"SANDWICH TRIPLE DE J. CRUDO , ATUN/GOURMET",6.0,15000,.DEBITO,Consumidor Final
2025-05-15 18:19:05,FILO/FOSFORITO/ ROLL DE CANELA,2.0,5000,.DEBITO,Consumidor Final
2025-05-15 18:15:44,PAN DE MOLDE,1.0,6000,.DEBITO,Consumidor Final
2025-05-15 18:15:02,FACTURAS SURTIDAS,3.0,11550,.DEBITO,Consumidor Final
2025-05-15 18:12:19,CAFE PARA LLEVAR,2.0,7700,.DEBITO,Consumidor Final
2025-05-15 18:10:36,FACTURAS SURTIDAS,4.0,4800,.DEBITO,Consumidor Final
2025-05-15 18:08:40,FACTURAS SURTIDAS,4.0,5900,.DEBITO,Consumidor Final
2025-05-15 18:05:22,PASTEL GRANDE,2.0,2800,.DEBITO,Consumidor Final
2025-05-15 18:04:36,LECHERITA,1.0,61600,.DEBITO,Consumidor Final
2025-05-15 17:57:55,PASTEL GRANDE,2.0,2800,.DEBITO,Consumidor Final
2025-05-15 17:51:02,CONFITURA X KG,0.225,5400,.DEBITO,Consumidor Final
2025-05-15 17:45:15,MILHOJAS / BROWNIE/ CUADRADO FR,2.0,9000,.CREDITO,Consumidor Final
2025-05-15 17:37:48,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,0.3,20760,.DEBITO,Consumidor Final
2025-05-15 17:10:44,FACTURAS SURTIDAS,6.0,5100,.CREDITO,Consumidor Final
2025-05-15 17:03:14,COOKIE,1.0,13500,.DEBITO,Consumidor Final
2025-05-15 17:01:53,ALMUERZO,1.0,17000,.DEBITO,Consumidor Final
2025-05-15 17:00:34,MASAS FINAS POR KL,0.145,4060,.DEBITO,Consumidor Final
2025-05-15 16:59:19,RESTOBAR,1.0,4800,.DEBITO,Consumidor Final
2025-05-15 16:58:50,PIZZETAS,1.0,39350,.DEBITO,Consumidor Final
2025-05-15 16:52:50,BIZCOCHITOS/CRIOLLITOS,0.25,3500,.DEBITO,Consumidor Final
2025-05-15 16:45:30,FILO/FOSFORITO/ ROLL DE CANELA,1.0,2500,.DEBITO,Consumidor Final
2025-05-15 16:44:08,BIZCOCHITOS/CRIOLLITOS,0.25,7750,.DEBITO,Consumidor Final
2025-05-15 16:41:36,FACTURAS SURTIDAS,3.0,2550,.DEBITO,Consumidor Final
2025-05-15 16:28:50,MOSTRADOR EMPANADAS,2.0,3000,.DEBITO,Consumidor Final
2025-05-15 16:22:56,BUDIN VAINILLA,1.0,7000,.DEBITO,Consumidor Final
2025-05-15 16:22:39,ALMUERZO,1.0,27080,.DEBITO,Consumidor Final
2025-05-15 16:19:49,FACTURAS SURTIDAS,3.0,2550,.DEBITO,Consumidor Final
2025-05-15 16:15:45,FACTURAS SURTIDAS,10.0,8500,.DEBITO,Consumidor Final
2025-05-15 16:13:28,BIZCOCHITOS/CRIOLLITOS,0.25,3500,.DEBITO,Consumidor Final
2025-05-15 16:11:29,FACTURAS SURTIDAS,6.0,5100,.DEBITO,Consumidor Final
2025-05-15 16:06:08,MEDIALUNAS,1.0,2250,.CREDITO,Consumidor Final
2025-05-15 16:01:49,FROLA/ COCO CUADRADITO,3.0,20100,.DEBITO,Consumidor Final
2025-05-15 15:52:45,BIZCOCHITOS/CRIOLLITOS,0.25,30450,.DEBITO,Consumidor Final
2025-05-15 15:41:50,BIZCOCHITOS/CRIOLLITOS,0.25,5200,.DEBITO,Consumidor Final
2025-05-15 15:19:48,confitura bandeja,1.0,28000,.DEBITO,Consumidor Final
2025-05-15 15:15:29,BIZCOCHITOS/CRIOLLITOS,0.25,3500,.DEBITO,Consumidor Final
2025-05-15 15:13:35,GRISINES / SEMOLADAS,0.25,6500,.DEBITO,Consumidor Final
2025-05-15 15:11:47,BUDiN ESPECIAL,1.0,14000,.DEBITO,Consumidor Final
2025-05-15 15:03:38,MOSTRADOR EMPANADAS,3.0,4500,.DEBITO,Consumidor Final
2025-05-15 14:59:37,CHIPA,0.25,4800,.CREDITO,Consumidor Final
2025-05-15 14:54:14,MOSTRADOR EMPANADAS,2.0,3000,.DEBITO,Consumidor Final
2025-05-14 19:58:42,MILHOJAS / BROWNIE/ CUADRADO FR,1.0,7500,.DEBITO,Consumidor Final
2025-05-14 19:56:33,REGALERÌA,1.0,24300,.DEBITO,Consumidor Final
2025-05-14 19:50:37,RESTOBAR,1.0,31600,.DEBITO,Consumidor Final
2025-05-14 19:18:59,RESTOBAR,1.0,7000,.DEBITO,Consumidor Final
2025-05-14 19:17:14,GRISINES / SEMOLADAS,0.25,11800,.DEBITO,Consumidor Final
2025-05-14 19:08:28,CHIPA RELLENO,2.0,7000,.DEBITO,Consumidor Final
2025-05-14 19:07:15,PAN MASA MADRE,1.0,9640,.DEBITO,Consumidor Final
2025-05-14 18:38:39,RESTOBAR,1.0,16600,EFECTIVO,Consumidor Final
2025-05-14 18:37:59,ALMUERZO,1.0,18000,EFECTIVO,Consumidor Final
2025-05-14 18:35:26,RESTOBAR,1.0,19100,.DEBITO,Consumidor Final
2025-05-14 18:21:40,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,0.25,1300,EFECTIVO,Consumidor Final
2025-05-14 18:19:20,FACTURAS SURTIDAS,1.0,21650,.DEBITO,Consumidor Final
2025-05-14 18:18:42,CHIPA RELLENO,1.0,6000,.DEBITO,Consumidor Final
2025-05-14 18:13:50,MILHOJAS / BROWNIE/ CUADRADO FR,1.0,9600,.DEBITO,Consumidor Final
2025-05-14 18:12:31,CONFITURA X KG,0.385,38980,.CREDITO,Consumidor Final
2025-05-14 18:07:06,BUDiN ESPECIAL,1.0,16500,.DEBITO,Consumidor Final
2025-05-14 18:05:20,PASTEL CHICO,0.23,5520,.DEBITO,Consumidor Final
2025-05-14 18:04:45,MEDIALUNAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-14 18:03:20,CHIPA,0.215,17128,.DEBITO,Consumidor Final
2025-05-14 18:02:25,FACTURAS SURTIDAS,2.0,6200,.DEBITO,Consumidor Final
2025-05-14 17:55:38,"SANDWICH TRIPLE DE J, Q Y SURTIDO",6.0,9600,.DEBITO,Consumidor Final
2025-05-14 17:53:01,"SANDWICH TRIPLE DE J, Q Y SURTIDO",6.0,9600,.DEBITO,Consumidor Final
2025-05-14 17:51:31,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,1.0,1700,.CREDITO,Consumidor Final
2025-05-14 17:50:11,ALMUERZO,1.0,21200,.DEBITO,Consumidor Final
2025-05-14 17:43:15,FACTURAS SURTIDAS,6.0,10860,.DEBITO,Consumidor Final
2025-05-14 17:40:34,MEDIALUNAS,2.0,1700,EFECTIVO,Consumidor Final
2025-05-14 17:36:45,CHIPA,0.1,5880,.DEBITO,Consumidor Final
2025-05-14 17:33:20,RESTOBAR,1.0,16800,.DEBITO,Consumidor Final
2025-05-14 17:32:17,BUDiN ESPECIAL,1.0,14000,EFECTIVO,Consumidor Final
2025-05-14 17:30:52,"SANDWICH TRIPLE DE J, Q Y SURTIDO",8.0,12800,.DEBITO,Consumidor Final
2025-05-14 17:27:25,RESTOBAR,1.0,6400,.DEBITO,Consumidor Final
2025-05-14 17:26:21,BEBIDA GASEOSA 500ml,1.0,10100,.DEBITO,Consumidor Final
2025-05-14 17:23:15,RESTOBAR,1.0,5400,.DEBITO,Consumidor Final
2025-05-14 17:20:23,CHIPA,0.25,11300,.DEBITO,Consumidor Final
2025-05-14 17:13:32,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,1.0,49200,EFECTIVO,Consumidor Final
2025-05-14 17:07:56,BEBIDA GASEOSA 500ml,1.0,10000,EFECTIVO,Consumidor Final
2025-05-14 17:05:46,CAFE PARA LLEVAR,2.0,9400,.DEBITO,Consumidor Final
2025-05-14 17:04:32,RESTOBAR,1.0,9500,EFECTIVO,Consumidor Final
2025-05-14 16:58:12,MASAS FINAS POR KL,0.5,14000,.DEBITO,Consumidor Final
2025-05-14 16:55:21,RESTOBAR,1.0,4400,EFECTIVO,Consumidor Final
2025-05-14 16:54:55,RESTOBAR,1.0,23500,EFECTIVO,Consumidor Final
2025-05-14 16:50:53,COOKIE,1.0,71000,.CREDITO,Consumidor Final
2025-05-14 16:42:39,RESTOBAR,1.0,11800,EFECTIVO,Consumidor Final
2025-05-14 16:40:44,RESTOBAR,1.0,6500,.DEBITO,Consumidor Final
2025-05-14 16:29:58,RESTOBAR,1.0,10400,.DEBITO,Consumidor Final
2025-05-14 16:28:32,CHIPA,0.25,12800,.DEBITO,Consumidor Final
2025-05-14 16:27:10,COOKIE,1.0,4500,EFECTIVO,Consumidor Final
2025-05-14 16:21:17,confitura bandeja,1.0,17200,.DEBITO,Consumidor Final
2025-05-14 16:15:53,BIZCOCHITOS/CRIOLLITOS,0.25,9500,.DEBITO,Consumidor Final
2025-05-14 16:15:32,FROLA/ COCO CUADRADITO,1.0,2000,.DEBITO,Consumidor Final
2025-05-14 16:02:55,CAFE PARA LLEVAR,1.0,4906,.DEBITO,Consumidor Final
2025-05-14 15:59:52,BUDIN INDIVIDUAL,3.0,9000,.DEBITO,Consumidor Final
2025-05-14 15:44:55,BIZCOCHITOS/CRIOLLITOS,0.25,8000,.DEBITO,Consumidor Final
2025-05-14 15:32:35,RESTOBAR,1.0,13600,.DEBITO,Consumidor Final
2025-05-14 15:31:45,RESTOBAR,1.0,31900,.DEBITO,Consumidor Final
2025-05-14 15:17:59,BUDiN ESPECIAL,1.0,14000,EFECTIVO,Consumidor Final
2025-05-14 15:06:49,RESTOBAR,1.0,39900,.DEBITO,Consumidor Final
2025-05-14 15:06:10,ALMUERZO,1.0,12800,.DEBITO,Consumidor Final
2025-05-14 15:03:15,CHIPA,0.25,4800,.DEBITO,Consumidor Final
2025-05-14 15:00:15,ALMUERZO,1.0,25200,.DEBITO,Consumidor Final
2025-05-14 14:53:53,AGUA,2.0,18400,.DEBITO,Consumidor Final
2025-05-14 14:52:28,FROLA/ COCO CUADRADITO,1.0,9500,.DEBITO,Consumidor Final
2025-05-14 14:51:30,BIZCOCHITOS/CRIOLLITOS,0.5,15000,.DEBITO,Consumidor Final
2025-05-14 14:42:39,COLGANTES DE CERAMICA,1.0,5000,.DEBITO,Consumidor Final
2025-05-14 14:41:41,ALMUERZO,1.0,17000,.DEBITO,Consumidor Final
2025-05-14 14:37:14,RESTOBAR,1.0,10000,.DEBITO,Consumidor Final
2025-05-14 14:36:26,BIZCOCHITOS/CRIOLLITOS,0.25,18900,.DEBITO,Consumidor Final
2025-05-14 14:16:38,ALMUERZO,1.0,23000,.CREDITO,Consumidor Final
2025-05-14 14:15:39,ALMUERZO,1.0,19500,.CREDITO,Consumidor Final
2025-05-14 14:15:03,PASTEL GRANDE,2.0,9800,.DEBITO,Consumidor Final
2025-05-14 13:54:44,ALMUERZO,1.0,19500,.DEBITO,Consumidor Final
2025-05-14 13:47:01,RESTOBAR,1.0,39700,.DEBITO,Consumidor Final
2025-05-14 13:43:41,MOSTRADOR ENSALADAS,1.0,8000,.DEBITO,Consumidor Final
2025-05-14 13:42:42,FILO/FOSFORITO/ ROLL DE CANELA,1.0,2500,.CREDITO,Consumidor Final
2025-05-14 13:40:07,CHIPA RELLENO,2.0,17800,.DEBITO,Consumidor Final
2025-05-14 13:38:20,MOSTRADOR EMPANADAS,3.0,4500,.DEBITO,Consumidor Final
2025-05-14 13:35:24,CONFITURA X KG,0.17,8880,EFECTIVO,Consumidor Final
2025-05-14 13:31:22,"SANDWICH TRIPLE DE J. CRUDO , ATUN/GOURMET",2.0,16200,.DEBITO,Consumidor Final
2025-05-14 13:30:01,PASTEL CHICO,1.0,5700,.DEBITO,Consumidor Final
2025-05-14 13:28:54,ALMUERZO,1.0,21000,.CREDITO,Consumidor Final
2025-05-14 13:28:20,ALMUERZO,1.0,11200,.DEBITO,Consumidor Final
2025-05-14 13:27:07,ALMUERZO,1.0,18000,.CREDITO,Consumidor Final
2025-05-14 13:24:51,ALMUERZO,1.0,18000,.CREDITO,Consumidor Final
2025-05-14 13:24:00,FACTURAS SURTIDAS,1.0,2250,EFECTIVO,Consumidor Final
2025-05-14 13:19:08,AGUA GRANDE,1.0,9500,.DEBITO,Consumidor Final
2025-05-14 13:15:50,"SANDWICH TRIPLE DE J, Q Y SURTIDO",8.0,12800,.CREDITO,Consumidor Final
2025-05-14 13:13:59,PAN MIGNON BLANCO,0.5,1900,.DEBITO,Consumidor Final
2025-05-14 13:12:49,MOSTRADOR ENSALADAS,1.0,24000,.DEBITO,Consumidor Final
2025-05-14 13:07:39,MOSTRADOR ENSALADAS,1.0,8000,.DEBITO,Consumidor Final
2025-05-14 13:05:48,MOSTRADOR WRAPS,1.0,8000,.DEBITO,Consumidor Final
2025-05-14 13:01:59,ALMUERZO,1.0,10000,.DEBITO,Consumidor Final
2025-05-14 12:58:30,BIZCOCHITOS/CRIOLLITOS,0.25,6500,EFECTIVO,Consumidor Final
2025-05-14 12:57:10,SANDWICH CROISSANT GR J Y Q,1.0,6800,.DEBITO,Consumidor Final
2025-05-14 12:56:12,confitura bandeja,1.0,12600,EFECTIVO,Consumidor Final
2025-05-14 12:55:31,ALMUERZO,1.0,15378,.DEBITO,Consumidor Final
2025-05-14 12:54:18,BOMBONES CHOCOLATE ARTESANAL POR KL,0.12,24060,EFECTIVO,Consumidor Final
2025-05-14 12:50:15,BIZCOCHITOS/CRIOLLITOS,0.25,22100,EFECTIVO,Consumidor Final
2025-05-14 12:43:26,RESTOBAR,1.0,20000,EFECTIVO,Consumidor Final
2025-05-14 12:40:35,ALMUERZO,1.0,25600,.CREDITO,Consumidor Final
2025-05-14 12:39:57,ALMUERZO,1.0,19000,EFECTIVO,Consumidor Final
2025-05-14 12:39:29,MOSTRADOR ENSALADAS,1.0,8000,.DEBITO,Consumidor Final
2025-05-14 12:36:50,FACTURAS SURTIDAS,9.0,7650,EFECTIVO,Consumidor Final
2025-05-14 12:36:08,confitura bandeja,1.0,15000,EFECTIVO,Consumidor Final
2025-05-14 12:31:23,MOSTRADOR WRAPS,1.0,9000,EFECTIVO,Consumidor Final
2025-05-14 12:29:43,MOSTRADOR EMPANADAS,3.0,4500,EFECTIVO,Consumidor Final
2025-05-14 12:27:47,RESTOBAR,1.0,9600,EFECTIVO,Consumidor Final
2025-05-14 12:24:25,MOSTRADOR ENSALADAS,1.0,8000,EFECTIVO,Consumidor Final
2025-05-14 12:18:24,BIZCOCHITOS/CRIOLLITOS,0.25,4800,.DEBITO,Consumidor Final
2025-05-14 12:16:10,RESTOBAR,1.0,4800,EFECTIVO,Consumidor Final
2025-05-14 12:15:41,ALMUERZO,1.0,17000,.DEBITO,Consumidor Final
2025-05-14 12:15:10,ALMUERZO,1.0,18000,.CREDITO,Consumidor Final
2025-05-14 12:14:52,FACTURAS SURTIDAS,12.0,13416,EFECTIVO,Consumidor Final
2025-05-14 12:08:35,ALMOHADON,1.0,39720,.DEBITO,Consumidor Final
2025-05-14 11:55:16,FILO/FOSFORITO/ ROLL DE CANELA,1.0,5000,EFECTIVO,Consumidor Final
2025-05-14 11:53:44,MOSTRADOR EMPANADAS,3.0,12500,.DEBITO,Consumidor Final
2025-05-14 11:48:33,FILO/FOSFORITO/ ROLL DE CANELA,1.0,7000,.DEBITO,Consumidor Final
2025-05-14 11:47:26,CHIPA,0.25,4800,.DEBITO,Consumidor Final
2025-05-14 11:45:26,ALMUERZO,1.0,17800,.DEBITO,Consumidor Final
2025-05-14 11:39:41,BOCADITO SALADO,50.0,75500,.CREDITO,Consumidor Final
2025-05-14 11:38:51,ALMUERZO,1.0,9950,.CREDITO,Consumidor Final
2025-05-14 11:34:10,BIZCOCHITOS/CRIOLLITOS,0.225,46750,.DEBITO,Consumidor Final
2025-05-14 11:32:08,MOSTRADOR EMPANADAS,3.0,4500,EFECTIVO,Consumidor Final
2025-05-14 11:27:50,CHIPA,0.2,18040,.DEBITO,Consumidor Final
2025-05-14 11:21:46,"SANDWICH TRIPLE DE J, Q Y SURTIDO",18.0,28800,.CREDITO,Consumidor Final
2025-05-14 11:20:05,FILO/FOSFORITO/ ROLL DE CANELA,1.0,7000,.DEBITO,Consumidor Final
2025-05-14 11:13:06,CUENCO GRANDE,1.0,69000,.DEBITO,Consumidor Final
2025-05-14 10:55:53,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,0.25,1300,EFECTIVO,Consumidor Final
2025-05-14 10:54:15,FILO/FOSFORITO/ ROLL DE CANELA,2.0,5000,.DEBITO,Consumidor Final
2025-05-14 10:49:42,CAFE PARA LLEVAR,2.0,7700,EFECTIVO,Consumidor Final
2025-05-14 10:47:34,RESTOBAR,1.0,10000,.DEBITO,Consumidor Final
2025-05-14 10:46:50,RESTOBAR,1.0,3500,EFECTIVO,Consumidor Final
2025-05-14 10:36:55,FACTURAS SURTIDAS,12.0,10200,.DEBITO,Consumidor Final
2025-05-14 10:22:55,CONFITURA X KG,0.595,14280,.DEBITO,Consumidor Final
2025-05-14 10:13:38,FROLA/ COCO CUADRADITO,1.0,6800,EFECTIVO,Consumidor Final
2025-05-14 10:07:09,RESTOBAR,1.0,13500,.DEBITO,Consumidor Final
2025-05-14 10:06:38,FACTURAS SURTIDAS,6.0,5100,.DEBITO,Consumidor Final
2025-05-14 10:05:05,FACTURAS SURTIDAS,12.0,10200,.DEBITO,Consumidor Final
2025-05-14 10:02:26,PASTEL GRANDE,4.0,5600,EFECTIVO,Consumidor Final
2025-05-14 09:57:52,PAN MIGNON BLANCO,0.5,4500,EFECTIVO,Consumidor Final
2025-05-14 09:50:20,CHIPA,0.25,9900,EFECTIVO,Consumidor Final
2025-05-14 09:38:41,BIZCOCHITOS/CRIOLLITOS,0.25,3500,EFECTIVO,Consumidor Final
2025-05-14 09:35:58,RESTOBAR,1.0,2000,EFECTIVO,Consumidor Final
2025-05-14 09:28:59,RESTOBAR,1.0,13000,.DEBITO,Consumidor Final
2025-05-14 09:25:55,RESTOBAR,1.0,10400,.DEBITO,Consumidor Final
2025-05-14 09:19:39,FACTURAS SURTIDAS,6.0,5100,.DEBITO,Consumidor Final
2025-05-14 09:18:06,CHIPA,0.155,2976,.DEBITO,Consumidor Final
2025-05-14 09:14:15,CHIPA,0.115,2208,.CREDITO,Consumidor Final
2025-05-14 09:13:00,CHIPA,0.25,4800,.DEBITO,Consumidor Final
2025-05-14 09:12:38,"SANDWICH TRIPLE DE J, Q Y SURTIDO",12.0,19200,.DEBITO,Consumidor Final
2025-05-14 09:07:49,FACTURAS SURTIDAS,12.0,10200,.DEBITO,Consumidor Final
2025-05-14 09:02:53,FILO/FOSFORITO/ ROLL DE CANELA,1.0,2500,.DEBITO,Consumidor Final
2025-05-14 09:01:42,BIZCOCHITOS/CRIOLLITOS,0.25,4350,.DEBITO,Consumidor Final
2025-05-14 09:00:22,BIZCOCHITOS/CRIOLLITOS,0.25,3500,.DEBITO,Consumidor Final
2025-05-14 08:55:14,SANDWICH CROISSANT GR J Y Q,1.0,4800,.DEBITO,Consumidor Final
2025-05-14 08:54:46,CHIPA,0.25,9900,EFECTIVO,Consumidor Final
2025-05-14 08:50:52,FACTURAS SURTIDAS,1.0,1700,.DEBITO,Consumidor Final
2025-05-14 08:18:52,CHIPA,0.25,4800,.DEBITO,Consumidor Final
2025-05-14 08:13:36,MEDIALUNAS,30.0,25500,EFECTIVO,Consumidor Final
2025-05-13 19:55:35,RESTOBAR,1.0,10800,.DEBITO,Consumidor Final
2025-05-13 19:53:00,RESTOBAR,1.0,21100,EFECTIVO,Consumidor Final
2025-05-13 19:48:57,RESTOBAR,1.0,84800,.DEBITO,Consumidor Final
2025-05-13 19:36:16,FACTURAS SURTIDAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-13 19:35:08,MEDIALUNAS,6.0,9900,EFECTIVO,Consumidor Final
2025-05-13 19:31:58,RESTOBAR,1.0,53300,.CREDITO,Consumidor Final
2025-05-13 19:10:55,RESTOBAR,1.0,31700,.DEBITO,Consumidor Final
2025-05-13 19:10:10,BOCADITO CALIENTE/ EMPANADITA,12.0,15600,.DEBITO,Consumidor Final
2025-05-13 18:44:08,FROLA/ COCO CUADRADITO,2.0,4000,.DEBITO,Consumidor Final
2025-05-13 18:43:27,TARTA GRANDE DULCE HELADERA,1.0,22000,.DEBITO,Consumidor Final
2025-05-13 18:40:02,ALMUERZO,1.0,11000,.CREDITO,Consumidor Final
2025-05-13 18:34:02,CONFITURA X KG,0.145,10880,.DEBITO,Consumidor Final
2025-05-13 18:31:27,"SANDWICH TRIPLE DE J, Q Y SURTIDO",6.0,9600,.DEBITO,Consumidor Final
2025-05-13 18:31:13,ALMUERZO,1.0,15240,.DEBITO,Consumidor Final
2025-05-13 18:14:34,RESTOBAR,1.0,22700,.DEBITO,Consumidor Final
2025-05-13 18:13:00,MASAS FINAS POR KL,0.5,34800,.CREDITO,Consumidor Final
2025-05-13 18:08:49,CONFITURA X KG,0.19,5964,.DEBITO,Consumidor Final
2025-05-13 18:07:27,FACTURAS SURTIDAS,4.0,9140,.DEBITO,Consumidor Final
2025-05-13 18:02:58,RESTOBAR,1.0,6000,.CREDITO,Consumidor Final
2025-05-13 18:01:36,ALMUERZO,2.0,16000,.DEBITO,Consumidor Final
2025-05-13 17:48:19,CONFITURA X KG,0.185,10540,.DEBITO,Consumidor Final
2025-05-13 17:45:25,RESTOBAR,1.0,21400,.DEBITO,Consumidor Final
2025-05-13 17:40:31,CHIPA RELLENO,2.0,9500,.DEBITO,Consumidor Final
2025-05-13 17:38:46,CHIPA,0.25,11900,.DEBITO,Consumidor Final
2025-05-13 17:35:59,CONFITURA X KG,0.025,12100,.DEBITO,Consumidor Final
2025-05-13 17:35:05,CHIPA,0.25,25800,.DEBITO,Consumidor Final
2025-05-13 17:33:44,"SANDWICH TRIPLE DE J, Q Y SURTIDO",3.0,4800,.DEBITO,Consumidor Final
2025-05-13 17:29:55,PORCION DE TARTA,1.0,12700,.DEBITO,Consumidor Final
2025-05-13 17:27:28,COOKIE,1.0,20074,.DEBITO,Consumidor Final
2025-05-13 17:24:33,FACTURAS SURTIDAS,2.0,1700,.DEBITO,Consumidor Final
2025-05-13 17:23:24,CHIPA,0.22,10724,.DEBITO,Consumidor Final
2025-05-13 17:20:50,MOSTRADOR EMPANADAS,4.0,43000,.DEBITO,Consumidor Final
2025-05-13 17:05:39,FACTURAS SURTIDAS,8.0,6800,.DEBITO,Consumidor Final
2025-05-13 16:50:17,ALMUERZO,1.0,2500,EFECTIVO,Consumidor Final
2025-05-13 16:49:09,panaderia,1.0,33000,.DEBITO,Consumidor Final
2025-05-13 16:48:29,MUFFINS,1.0,17300,.DEBITO,Consumidor Final
2025-05-13 16:45:56,COOKIE,1.0,17500,.DEBITO,Consumidor Final
2025-05-13 16:41:48,FACTURAS SURTIDAS,6.0,5100,.DEBITO,Consumidor Final
2025-05-13 16:28:38,FACTURAS SURTIDAS,2.0,4200,.DEBITO,Consumidor Final
2025-05-13 16:25:52,RESTOBAR,1.0,14300,EFECTIVO,Consumidor Final
2025-05-13 16:25:35,RESTOBAR,1.0,5200,.DEBITO,Consumidor Final
2025-05-13 16:22:42,FACTURAS SURTIDAS,12.0,10200,EFECTIVO,Consumidor Final
2025-05-13 16:20:36,ALMUERZO,1.0,50400,.DEBITO,Consumidor Final
2025-05-13 16:15:26,RESTOBAR,1.0,81300,.CREDITO,Consumidor Final
2025-05-13 16:14:59,FILO/FOSFORITO/ ROLL DE CANELA,7.0,24700,.DEBITO,Consumidor Final
2025-05-13 16:11:34,MEDIALUNAS,13.0,11050,.DEBITO,Consumidor Final
2025-05-13 16:09:41,BUDiN HAMBURGUES/ INGLES,1.0,11550,EFECTIVO,Consumidor Final
2025-05-13 16:01:48,CHIPA,0.25,7300,.DEBITO,Consumidor Final
2025-05-13 16:00:39,CHIPA,0.25,46800,.DEBITO,Consumidor Final
2025-05-13 15:52:10,BOMBONES CHOCOLATE ARTESANAL POR KL,0.13,7800,.DEBITO,Consumidor Final
2025-05-13 15:50:46,RESTOBAR,1.0,28300,.DEBITO,Consumidor Final
2025-05-13 15:40:05,MEDIALUNAS,6.0,5100,.DEBITO,Consumidor Final
2025-05-13 15:25:13,MOSTRADOR WRAPS,1.0,9000,.DEBITO,Consumidor Final
2025-05-13 15:17:57,RESTOBAR,1.0,47200,.DEBITO,Consumidor Final
2025-05-13 15:11:56,"SANDWICH TRIPLE DE J, Q Y SURTIDO",10.0,16000,.DEBITO,Consumidor Final
2025-05-13 15:02:17,FACTURAS SURTIDAS,6.0,5100,.DEBITO,Consumidor Final
2025-05-13 15:00:51,RESTOBAR,1.0,17000,.DEBITO,Consumidor Final
2025-05-13 14:57:32,MOSTRADOR EMPANADAS,3.0,11000,.DEBITO,Consumidor Final
2025-05-13 14:56:46,PAN MIGNON BLANCO,0.25,9350,.DEBITO,Consumidor Final
2025-05-13 14:53:41,MOSTRADOR EMPANADAS,2.0,6200,.DEBITO,Consumidor Final
2025-05-13 14:40:29,BEBIDA GASEOSA 500ml,1.0,11100,EFECTIVO,Consumidor Final
2025-05-13 14:35:57,BUDiN ESPECIAL,1.0,14000,.DEBITO,Consumidor Final
2025-05-13 14:34:48,BUDiN ESPECIAL,1.0,14000,.DEBITO,Consumidor Final
2025-05-13 14:33:17,CHIPA,0.25,16000,.DEBITO,Consumidor Final
2025-05-13 14:26:01,ALMUERZO,1.0,17000,.CREDITO,Consumidor Final
2025-05-13 14:25:19,ALMUERZO,1.0,23300,.CREDITO,Consumidor Final
2025-05-13 14:24:31,"SANDWICH TRIPLE DE J, Q Y SURTIDO",2.0,3200,EFECTIVO,Consumidor Final
2025-05-13 14:23:44,PRODUCTOS CELIACOS VARIOS,4.0,16000,.DEBITO,Consumidor Final
2025-05-13 14:21:19,FROLA/ COCO CUADRADITO,1.0,26000,.DEBITO,Consumidor Final
2025-05-13 14:18:29,"SANDWICH TRIPLE DE J. CRUDO , ATUN/GOURMET",1.0,4100,EFECTIVO,Consumidor Final
2025-05-13 14:12:57,FACTURAS SURTIDAS,2.0,9700,.DEBITO,Consumidor Final
2025-05-13 14:11:09,BEBIDA GASEOSA 500ml,2.0,20000,EFECTIVO,Consumidor Final
2025-05-13 14:07:23,PRODUCTOS CELIACOS VARIOS,1.0,7000,.DEBITO,Consumidor Final
2025-05-13 13:58:42,RESTOBAR,1.0,16400,EFECTIVO,Consumidor Final
2025-05-13 13:55:49,PASTEL CHICO,0.25,6000,EFECTIVO,Consumidor Final
2025-05-13 13:54:43,CHIPA,0.18,3456,EFECTIVO,Consumidor Final
2025-05-13 13:52:20,SANDWICH PBT J Y Q/ S Y Q,1.0,6000,EFECTIVO,Consumidor Final
2025-05-13 13:51:37,BOCADITO PALM/CANAPÈ/BRUS/PINCH/TART/MAFAL,1.0,54150,.DEBITO,Consumidor Final
2025-05-13 13:49:19,FROLA/ COCO CUADRADITO,1.0,2000,.DEBITO,Consumidor Final
2025-05-13 13:48:39,MOSTRADOR WRAPS,1.0,9000,.DEBITO,Consumidor Final
2025-05-13 13:47:42,RESTOBAR,1.0,17600,EFECTIVO,Consumidor Final
